suburb,postcode,pri_breed,pri_colour,de_sexed,yrmonth
NOBLE PARK,3174,Maltese X,Tri Coloured,Y,2004-09
NOBLE PARK,3174,Maltese X,White & Brown,Y,2011-03
DANDENONG NORTH,3175,American Staffordshire Bull Terrier,Black & Brindle,Y,2012-01
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Tan & White,Y,2005-02
KEYSBOROUGH,3173,Maltese X,Black & White,Y,2005-11
DANDENONG,3175,Beagle X,Tri Coloured,N,2014-12
KEYSBOROUGH,3173,Jack Russell Terrier X,Tan & White,Y,2008-01
KEYSBOROUGH,3173,Labrador X,Cream,Y,2007-11
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Grey & Brindle,N,2011-04
DANDENONG NORTH,3175,German Shepherd X,Black & Tan,N,2008-03
DANDENONG NORTH,3175,Cocker Spaniel,Tan & White,N,2009-12
DANDENONG,3175,Golden Retriever,Gold,Y,2013-03
DANDENONG,3175,German Shepherd,Black & Tan,N,2015-08
DANDENONG,3175,German Shepherd,Black & Tan,N,2015-01
DANDENONG,3175,Siberian Husky,Red & Tan,Y,2006-05
DANDENONG,3175,Siberian Husky,Red & Brown,Y,2009-02
SPRINGVALE SOUTH,3172,Maltese X,White & Black,N,2009-10
KEYSBOROUGH,3173,Miniature Schnauzer,Black,N,2012-03
KEYSBOROUGH,3173,Rottweiler X,Tan & Black,Y,2009-04
KEYSBOROUGH,3173,Maltese X,Black & White,Y,2008-10
KEYSBOROUGH,3173,Jack Russell Terrier X,White & Tan,Y,2011-07
KEYSBOROUGH,3173,Maltese X,Tan,Y,2008-08
KEYSBOROUGH,3173,Maltese X,Tri Coloured,Y,2005-04
KEYSBOROUGH,3173,British Bulldog,White,N,2006-06
KEYSBOROUGH,3173,British Bulldog,Red & White,N,2013-04
KEYSBOROUGH,3173,American Staffordshire Bull Terrier,Black & Brindle,N,2008-10
KEYSBOROUGH,3173,Maltese X,White,Y,2010-12
KEYSBOROUGH,3173,Maltese,White,Y,2010-10
KEYSBOROUGH,3173,Maltese X,Black & White,Y,2010-10
KEYSBOROUGH,3173,Maltese X,Tri Coloured,N,2011-09
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Brindle,Y,2012-11
KEYSBOROUGH,3173,Cavalier King Charles Spaniel X,Blenheim,N,2015-01
SPRINGVALE SOUTH,3172,Siberian Husky,Grey,N,2011-11
SPRINGVALE SOUTH,3172,Maltese X,White & Tan,Y,2008-10
SPRINGVALE SOUTH,3172,Staffordshire Bull Terrier X,Tan & White,Y,2005-04
SPRINGVALE SOUTH,3172,Bedlington Terrier,Liver,Y,2015-05
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,White & Black,Y,2012-10
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,Tri Coloured,Y,2005-12
NOBLE PARK NORTH,3174,Siberian Husky,Black & White,Y,2011-09
NOBLE PARK NORTH,3174,Siberian Husky,Brown & White,Y,2011-09
NOBLE PARK NORTH,3174,Maltese X,Grey & Black,Y,2004-03
NOBLE PARK NORTH,3174,Jack Russell Terrier,White & Black,N,2011-07
NOBLE PARK,3174,Heeler X,Red,Y,2007-05
NOBLE PARK,3174,German Shepherd,Black & Tan,Y,2004-12
DANDENONG NORTH,3175,Jack Russell Terrier X,Black & White,N,2012-01
DANDENONG NORTH,3175,Maltese X,Tri Coloured,Y,2009-10
DANDENONG NORTH,3175,Maltese X,White,Y,2007-11
DANDENONG NORTH,3175,Maltese X,Cream,N,2006-07
DANDENONG NORTH,3175,Maltese X,Black & White,Y,2006-07
SPRINGVALE,3171,Pug X,Black & Brown,Y,2013-06
SPRINGVALE,3171,Beagle X,Tri Coloured,N,2015-10
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Blue & White,Y,2014-10
KEYSBOROUGH,3173,Jack Russell Terrier,White & Tan,Y,2009-02
KEYSBOROUGH,3173,Golden Retriever,Gold,Y,2007-10
SPRINGVALE SOUTH,3172,Poodle X,Cream,N,2008-01
SPRINGVALE SOUTH,3172,Blue Heeler,Blue,Y,2007-12
SPRINGVALE SOUTH,3172,Irish Wolfhound,Brindle,N,2012-10
SPRINGVALE SOUTH,3172,Poodle X,Grey,Y,2009-01
SPRINGVALE SOUTH,3172,Pomeranian X,Cream,Y,2014-12
SPRINGVALE SOUTH,3172,Pomeranian X,Brown & White,Y,2014-12
SPRINGVALE,3171,Jack Russell Terrier,White & Brown,N,2009-05
SPRINGVALE,3171,Blue Heeler,Grey & Black,Y,2005-04
SPRINGVALE,3171,Maltese X,Black & White,Y,2011-04
SPRINGVALE,3171,Maltese X,Grey & White,N,2009-04
SPRINGVALE,3171,Shih Tzu X,White & Fawn,Y,1995-05
SPRINGVALE,3171,Maltese X,White,Y,2010-09
SPRINGVALE,3171,German Shepherd,Black & Tan,Y,2014-09
DANDENONG NORTH,3175,Kelpie X,Chocolate,Y,2008-08
KEYSBOROUGH,3173,Golden Retriever,Gold,Y,2008-12
KEYSBOROUGH,3173,Chihuahua X,White,Y,2006-02
KEYSBOROUGH,3173,Chihuahua X,Black & Tan,Y,2006-09
NOBLE PARK NORTH,3174,Staffordshire Bull Terrier,White,Y,2006-09
NOBLE PARK NORTH,3174,Pomeranian,Black,Y,2006-08
NOBLE PARK NORTH,3174,Jack Russell Terrier,Brown & White,Y,2007-08
NOBLE PARK NORTH,3174,Shih Tzu X,White & Cream,Y,2015-05
SPRINGVALE SOUTH,3172,Maltese X,White & Tan,Y,2007-09
DANDENONG NORTH,3175,Jack Russell Terrier,White,Y,2008-04
DANDENONG NORTH,3175,Jack Russell Terrier,Tan,Y,2006-03
SPRINGVALE SOUTH,3172,Labrador,Caramel,Y,2007-03
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,Tan,N,2014-12
KEYSBOROUGH,3173,Labrador,Black,N,2004-09
KEYSBOROUGH,3173,Labrador,Black,N,2014-06
DANDENONG NORTH,3175,Pug,Fawn,N,2002-10
DANDENONG NORTH,3175,Labrador,Gold,Y,2013-12
DANDENONG NORTH,3175,Maltese X,White,N,2012-10
DANDENONG NORTH,3175,Shih Tzu,White,Y,2009-12
DANDENONG NORTH,3175,Golden Retriever,Gold,Y,2001-11
DANDENONG NORTH,3175,Golden Retriever,Gold,Y,2005-11
DANDENONG NORTH,3175,Maltese X,White & Brown,Y,2014-12
NOBLE PARK,3174,Greyhound,Black & White,Y,2011-06
DANDENONG NORTH,3175,Doberman Pinscher X,Brown,Y,2007-07
DANDENONG NORTH,3175,Japanese Spitz,White,Y,2011-02
DANDENONG NORTH,3175,Pomeranian,Tan,Y,2006-04
SPRINGVALE,3171,Kelpie X,Black & White,Y,2003-05
SPRINGVALE,3171,Jack Russell Terrier,Tri Coloured,Y,2004-03
SPRINGVALE,3171,Shih Tzu X,Tri Coloured,Y,2002-06
DANDENONG NORTH,3175,Spaniel X,Black & White,Y,2004-06
DANDENONG NORTH,3175,Pointer X,Black & White,Y,2003-02
DANDENONG NORTH,3175,Jack Russell Terrier,White,Y,2008-04
DANDENONG NORTH,3175,Maltese X,White,Y,2008-03
DANDENONG NORTH,3175,Whippet,Brindle,Y,2003-05
DANDENONG NORTH,3175,Alaskan Malamute,Grey,Y,2008-05
DANDENONG NORTH,3175,Belgian Shepherd,Black,N,2005-01
DANDENONG NORTH,3175,Poodle X,Cream & Beige,Y,2005-08
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Tan,Y,2013-05
